sku,status,record_state,title_full,title_short,code_short,ensemble,scoring,format,price_net,price_gross,tags,source_title_xlsx,source_title_wix,source_title_erp,conflict_flags,conflict_notes
XW-522.02,live,ACTIVE,Tanzl & G'stanzl #2 - Posaune,T&G#2 POS,T&G#2_POS,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Tanz-&G'stanzl #2 POS,Tanzl&G'stanzl #2 - Posaune,Tanzl & G'stanzl #2 POS,FNSKU_NOT_IN_REPORT,
XW-522.03,live,ACTIVE,Tanzl & G'stanzl #2 - 2. Stimme in B (tief),T&G#2 2B-t,T&G#2_2B-t,,,DIGITAL,5.00,5.50,,#2 Zusatzstimme in B (tief),,ZST T&G #2 - 2.Stimme B,TITLE_DRIFT,ERP title differs
XW-522.03-P,live,ACTIVE,Tanzl & G'stanzl #2 - 2. Stimme in B (tief),T&G#2 2B-t,T&G#2_2B-t_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Zusatzstimme in B (tief) 🖨️,Tanzl&G'stanzl #2 / 2.Stimme in B (tief) [PRINT],ZST T&G#2_2B-tief,TITLE_DRIFT,ERP title differs
XW-522.04,live,ACTIVE,Tanzl & G'stanzl #2 - 2. Stimme in C,T&G#2 2C,T&G#2_2C,,,DIGITAL,5.00,5.50,,#2 Zusatzstimme in C,,ZST T&G #2 - 2.Stimme C,TITLE_DRIFT,ERP title differs
XW-522.04-P,live,ACTIVE,Tanzl & G'stanzl #2 - 2. Stimme in C,T&G#2 2C,T&G#2_2C_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Zusatzstimme in C 🖨️,Tanzl&G'stanzl #2 / 2.Stimme in C [BS] [PRINT],ZST T&G#2_2C [BS],TITLE_DRIFT,ERP title differs
XW-522.05,live,ACTIVE,Tanzl & G'stanzl #2 - Begleitstimme in C,T&G#2 Begl-C,T&G#2_Begl-C,,,DIGITAL,5.00,5.50,,#2 Begleitstimme in C,,ZST T&G #2 - Begl. C,TITLE_DRIFT,ERP title differs
XW-522.05-P,live,ACTIVE,Tanzl & G'stanzl #2 - Begleitstimme in C,T&G#2 Begl-C,T&G#2_Begl-C_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Begleitstimme in C 🖨️,Tanzl&G'stanzl #2 / Begleitstimme in C [PRINT],ZST T&G#2_LS,TITLE_DRIFT,ERP title differs
XW-522.06,live,ACTIVE,Tanzl & G'stanzl #2 - Playalongs Trompete,T&G#2 PA TRP,T&G#2_PA-TRP,,,PLAYALONG,5.00,5.50,,#2 Playalongs TRP,,Playalongs T&G #2 TRP,TITLE_DRIFT,ERP title differs
XW-522.07,live,ACTIVE,Tanzl & G'stanzl #2 - Playalongs Posaune,T&G#2 PA POS,T&G#2_PA-POS,,,PLAYALONG,5.00,5.50,,#2 Playalongs POS,,Playalongs T&G #2 POS,TITLE_DRIFT,ERP title differs
XW-522.08,live,ACTIVE,Tanzl & G'stanzl #2 - F-Tuba,T&G#2 FTB,T&G#2_FTB,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Tanz-&G'stanzl #2 FTB,Tanzl&G'stanzl #2 - F-Tuba,Tanzl & G'stanzl #2 FTB,FNSKU_NOT_IN_REPORT,
XW-522.09,live,ACTIVE,Tanzl & G'stanzl #2 - B-Tuba,T&G#2 BTB,T&G#2_BTB,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Tanz-&G'stanzl #2 BTB,Tanzl&G'stanzl #2 - B-Tuba,Tanzl & G'stanzl #2 BTB,FNSKU_NOT_IN_REPORT,
XW-522.10,live,ACTIVE,Tanzl & G'stanzl #2 - Playalongs F-Tuba,T&G#2 PA FTB,T&G#2_PA-FTB,,,PLAYALONG,5.00,5.50,,#2 Playalongs FTB,,Playalongs T&G#2 FTB,TITLE_DRIFT,ERP title differs
XW-522.11,live,ACTIVE,Tanzl & G'stanzl #2 - Playalongs B-Tuba,T&G#2 PA BTB,T&G#2_PA-BTB,,,PLAYALONG,5.00,5.50,,#2 Playalongs BTB,,Playalongs T&G#2 BTB,TITLE_DRIFT,ERP title differs
XW-522.12,live,ACTIVE,Tanzl & G'stanzl #2 - Playalongs in C,T&G#2 PA in C,T&G#2_PA-in C,,,PLAYALONG,5.00,5.50,,#2 Playalongs in C,,Playalongs T&G#2 in C,TITLE_DRIFT,ERP title differs
XW-522.13,live,ACTIVE,Tanzl & G'stanzl #2 - 2. Stimme in B (hoch),T&G#2 2B-h,T&G#2_2B-h,,,DIGITAL,5.00,5.50,,#2 Zusatzstimme in B (hoch),,ZST T&G#2- 2.St. B hoch,TITLE_DRIFT,ERP title differs
XW-522.13-P,live,ACTIVE,Tanzl & G'stanzl #2 - 2. Stimme in B (hoch),T&G#2 2B-h,T&G#2_2B-h_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Zusatzstimme in B (hoch) 🖨️,Tanzl&G'stanzl #2 / 2.Stimme in B (hoch) [PRINT],ZST T&G#2_2B-hoch,TITLE_DRIFT,ERP title differs
XW-531.01,live,ACTIVE,WarmUps #1 - Trompete,WU#1 TRP,WU#1_TRP,,,PHYSICAL,22.64,24.90,B2B|AMAZON,WarmUps #1 TRP,WarmUps #1 - Trompete,WarmUps #1 TRP,FNSKU_NOT_IN_REPORT,
XW-531.02,live,ACTIVE,WarmUps #1 - Posaune,WU#1 POS,WU#1_POS,,,PHYSICAL,22.64,24.90,B2B|AMAZON,WarmUps #1 POS,WarmUps #1 - Posaune,WarmUps #1 POS,FNSKU_NOT_IN_REPORT,
XW-531.06,live,ACTIVE,WarmUps #1 - Playalongs Trompete,WU#1 PA TRP,WU#1_PA-TRP,,,PLAYALONG,5.00,5.50,,#1 Playalongs TRP,,Playalongs WU #1 TRP,TITLE_DRIFT,ERP title differs
XW-531.07,live,ACTIVE,WarmUps #1 - Playalongs Posaune,WU#1 PA POS,WU#1_PA-POS,,,PLAYALONG,5.00,5.50,,#1 Playalongs POS,,Playalongs WU #1 POS,TITLE_DRIFT,ERP title differs
XW-541.02,live,ACTIVE,BauernJazz #1 - Posaune,BJ#1 POS,BJ#1_POS,,,PHYSICAL,22.64,24.90,B2B,BauernJazz #1 POS,BauernJazz #1 - Posaune,BauernJazz #1 POS,PRICE_DRIFT_WIX,"Wix gross=27.90, master gross=24.90"
XW-55*,review,EXTERNAL_ONLY,Junior-4tett,Junior-4tett,Junior-4tett,,,DIGITAL,5.00,5.50,,,,Junior-4tett,NOT_IN_XLSX_SOT,
XW-551.01,live,ACTIVE,Hiaz kimmt die heilige Weihnachtszeit [Junior-4tett],Hiaz kimmt die heilige Weihnachtszeit [J4],HIAZ_KIMMT_DIE_HEILIGE_WEIHN_J4,,Junior-4tett,DIGITAL,5.00,5.50,,Hiaz kimmt die heilige Weihnachtszeit,,Hiaz kimmt die hlg. Wz.,TITLE_DRIFT,ERP title differs
XW-551.01-P,review,XLSX_BLANK_EXTERNAL_ACTIVE,Hiaz kimmt die hlg. Weihnachtszeit [Junior-4tett],Hiaz kimmt die hlg. Weihnachtszeit [J4],HIAZ_KIMMT_DIE_HLG_WEIHNACHT_J4_P,,Junior-4tett,PRINT_AT_HOME,9.00,9.90,B2B,,Hiaz kimmt d. hlg. Weihnachtszeit,Hiaz kimmt die hlg. Weihnachtszeit,XLSX_BLANK_BUT_EXTERNAL_ACTIVE,
XW-551.02-P,review,EXTERNAL_ONLY,Adeste fideles,Adeste fideles,Adestefideles_P,,,PRINT_AT_HOME,9.00,9.90,B2B,,Adeste fideles,Adeste fideles,NOT_IN_XLSX_SOT,
XW-551.03-P,review,EXTERNAL_ONLY,Hark! The Herald...,Hark! The Herald...,Hark!TheHerald..._P,,,PRINT_AT_HOME,9.00,9.90,B2B,,Hark! The Herald Angels Sing,Hark! The Herald...,NOT_IN_XLSX_SOT,
XW-551.04-P,review,EXTERNAL_ONLY,Wir sagen euch an,Wir sagen euch an,Wirsageneuchan_P,,,PRINT_AT_HOME,9.00,9.90,B2B,,Wir sagen euch an,Wir sagen euch an,NOT_IN_XLSX_SOT,
XW-551.05-P,review,EXTERNAL_ONLY,O Jubel O Freud,O Jubel O Freud,OJubelOFreud_P,,,PRINT_AT_HOME,9.00,9.90,B2B,,O Jubel O Freud,O Jubel O Freud,NOT_IN_XLSX_SOT,
XW-551.06-P,review,EXTERNAL_ONLY,"Weihnacht, wie bist...","Weihnacht, wie bist...","Weihnacht,wiebist..._P",,,PRINT_AT_HOME,9.00,9.90,B2B,,Weihnacht wie bist du schön,"Weihnacht, wie bist...",NOT_IN_XLSX_SOT,
XW-551.07-P,review,EXTERNAL_ONLY,"Auf, auf, ihr Hirten","Auf, auf, ihr Hirten","Auf,auf,ihrHirten_P",,,PRINT_AT_HOME,9.00,9.90,B2B,,Auf auf ihr Hirten,"Auf, auf, ihr Hirten",NOT_IN_XLSX_SOT,
XW-561.01,live,ACTIVE,Umpa Umpa Umtata #1 - Trompete,UUU#1 TRP,UUU#1_TRP,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Umpa Umpa Umtata #1 TRP,Umpa-Umpa Umtata #1 - Trompete,Umpa Umpa Umtata #1 TRP,FNSKU_NOT_IN_REPORT,
XW-561.02,live,ACTIVE,Umpa Umpa Umtata #1 - Posaune,UUU#1 POS,UUU#1_POS,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Umpa Umpa Umtata #1 POS,Umpa-Umpa Umtata #1 - Posaune,Umpa Umpa Umtata #1 POS,FNSKU_NOT_IN_REPORT,
XW-561.03,live,ACTIVE,Umpa Umpa Umtata #1 - 2. Stimme in B (tief),UUU#1 2B-t,UUU#1_2B-t,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in B (tief),,ZST UUU#1 - 2.St. B (tief),TITLE_DRIFT,ERP title differs
XW-561.03-P,live,ACTIVE,Umpa Umpa Umtata #1 - 2. Stimme in B (tief),UUU#1 2B-t,UUU#1_2B-t_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in B (tief) 🖨️,Umpa-Umpa Umtata #1 / 2.Stimme in B (tief) [PRINT],ZST UUU#1_2B-tief,TITLE_DRIFT,ERP title differs
XW-561.04,live,ACTIVE,Umpa Umpa Umtata #1 - 2. Stimme in C,UUU#1 2C[BS],UUU#1_2C[BS],,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in C [BS],,ZST UUU#1 - 2.St. C [BS],TITLE_DRIFT,ERP title differs
XW-561.04-P,live,ACTIVE,Umpa Umpa Umtata #1 - 2. Stimme in C,UUU#1 2C[BS],UUU#1_2C[BS]_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in C [BS] 🖨️,Umpa-Umpa Umtata #1 / 2.Stimme in C [BS] [PRINT],ZST UUU#1_2C [BS],TITLE_DRIFT,ERP title differs
XW-561.06,live,ACTIVE,Umpa Umpa Umtata #1 - Playalongs Trompete,UUU#1 PA TRP,UUU#1_PA-TRP,,,PLAYALONG,5.00,5.50,,#1 Playalongs TRP,,Playalongs UUU#1 TRP,TITLE_DRIFT,ERP title differs
XW-561.07,live,ACTIVE,Umpa Umpa Umtata #1 - Playalongs Posaune,UUU#1 PA POS,UUU#1_PA-POS,,,PLAYALONG,5.00,5.50,,#1 Playalongs POS,,Playalongs UUU#1 POS,TITLE_DRIFT,ERP title differs
XW-561.13,live,ACTIVE,Umpa Umpa Umtata #1 - 2. Stimme in B (hoch),UUU#1 2B-h,UUU#1_2B-h,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in B (hoch),,ZST UUU#1 - 2.St. B (hoch),TITLE_DRIFT,ERP title differs
XW-561.13-P,live,ACTIVE,Umpa Umpa Umtata #1 - 2. Stimme in B (hoch),UUU#1 2B-h,UUU#1_2B-h_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in B (hoch) 🖨️,Umpa-Umpa Umtata #1 / 2.Stimme in B (hoch) [PRINT],ZST UUU#1_2B-hoch,TITLE_DRIFT,ERP title differs
XW-561.14,live,ACTIVE,Umpa Umpa Umtata #1 - 2. Stimme in F,UUU#1 2F,UUU#1_2F,,,DIGITAL,5.00,5.50,,#1 Zusatzstimme in F,,ZST UUU#1 - 2.St. F,TITLE_DRIFT,ERP title differs
XW-561.14-P,live,ACTIVE,Umpa Umpa Umtata #1 - 2. Stimme in F,UUU#1 2F,UUU#1_2F_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#1 Zusatzstimme in F 🖨️,Umpa-Umpa Umtata #1 / 2.Stimme in F [PRINT],ZST UUU#1_2F,TITLE_DRIFT,ERP title differs
XW-562.01,live,ACTIVE,Umpa Umpa Umtata #2 - Trompete,UUU#2 TRP,UUU#2_TRP,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Umpa Umpa Umtata #2 TRP,Umpa-Umpa Umtata #2 - Trompete,Umpa-Umpa Umtata #2 TRP,AMAZON_SELLER_SKU_DIFFERS|FNSKU_NOT_IN_REPORT,Amazon seller SKU KK-DC4T-2I83 mapped to XW-562.01
XW-562.02,live,ACTIVE,Umpa Umpa Umtata #2 - Posaune,UUU#2 POS,UUU#2_POS,,,PHYSICAL,22.64,24.90,B2B|AMAZON,Umpa Umpa Umtata #2 POS,Umpa-Umpa Umtata #2 - Posaune,Umpa-Umpa Umtata #2 POS,FNSKU_NOT_IN_REPORT,
XW-562.03,live,ACTIVE,Umpa Umpa Umtata #2 - 2. Stimme in B (tief),UUU#2 2B-t,UUU#2_2B-t,,,DIGITAL,5.00,5.50,,#2 Zusatzstimme in B (tief),,ZST UUU#2 - 2.St. B (tief),TITLE_DRIFT,ERP title differs
XW-562.03-P,live,ACTIVE,Umpa Umpa Umtata #2 - 2. Stimme in B (tief),UUU#2 2B-t,UUU#2_2B-t_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Zusatzstimme in B (tief) 🖨️,Umpa-Umpa Umtata #2 / 2.Stimme in B (tief) [PRINT],ZST UUU#2_2B-tief,TITLE_DRIFT,ERP title differs
XW-562.04,live,ACTIVE,Umpa Umpa Umtata #2 - 2. Stimme in C,UUU#2 2C[BS],UUU#2_2C[BS],,,DIGITAL,5.00,5.50,,#2 Zusatzstimme in C [BS],,ZST UUU#2 - 2.St. C [BS],TITLE_DRIFT,ERP title differs
XW-562.04-P,live,ACTIVE,Umpa Umpa Umtata #2 - 2. Stimme in C,UUU#2 2C[BS],UUU#2_2C[BS]_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Zusatzstimme in C [BS] 🖨️,Umpa-Umpa Umtata #2 / 2.Stimme in C [BS] [PRINT],ZST UUU#2_2C [BS],TITLE_DRIFT,ERP title differs
XW-562.06,live,ACTIVE,Umpa Umpa Umtata #2 - Playalongs Trompete,UUU#2 PA TRP,UUU#2_PA-TRP,,,PLAYALONG,5.00,5.50,,#2 Playalongs TRP,,Playalongs UUU#2 TRP,TITLE_DRIFT,ERP title differs
XW-562.07,live,ACTIVE,Umpa Umpa Umtata #2 - Playalongs Posaune,UUU#2 PA POS,UUU#2_PA-POS,,,PLAYALONG,5.00,5.50,,#2 Playalongs POS,,Playalongs UUU#2 POS,TITLE_DRIFT,ERP title differs
XW-562.13,live,ACTIVE,Umpa Umpa Umtata #2 - 2. Stimme in B (hoch),UUU#2 2B-h,UUU#2_2B-h,,,DIGITAL,5.00,5.50,,#2 Zusatzstimme in B (hoch),,ZST UUU#2 - 2.St. B (hoch),TITLE_DRIFT,ERP title differs
XW-562.13-P,live,ACTIVE,Umpa Umpa Umtata #2 - 2. Stimme in B (hoch),UUU#2 2B-h,UUU#2_2B-h_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Zusatzstimme in B (hoch) 🖨️,Umpa-Umpa Umtata #2 / 2.Stimme in B (hoch) [PRINT],ZST UUU#2_2B-hoch,TITLE_DRIFT,ERP title differs
XW-562.14,live,ACTIVE,Umpa Umpa Umtata #2 - 2. Stimme in F,UUU#2 2F,UUU#2_2F,,,DIGITAL,5.00,5.50,,#2 Zusatzstimme in F,,ZST UUU#2 - 2.St. F,TITLE_DRIFT,ERP title differs
XW-562.14-P,live,ACTIVE,Umpa Umpa Umtata #2 - 2. Stimme in F,UUU#2 2F,UUU#2_2F_P,,,PRINT_AT_HOME,9.00,9.90,B2B,#2 Zusatzstimme in F 🖨️,Umpa-Umpa Umtata #2 / 2.Stimme in F [PRINT],ZST UUU#2_2F,TITLE_DRIFT,ERP title differs
XW-600,review,EXTERNAL_ONLY,Div. Blechhaufn-Noten unveröffentlicht,Div. Blechhaufn-Noten unveröffentlicht,DIV_BLECHHAUFN_NOTEN_UNVEROE,,,PHYSICAL,45.00,49.50,,,,Div. Blechhaufn-Noten unveröffentlicht,NOT_IN_XLSX_SOT,
XW-600.0,review,EXTERNAL_ONLY,Diverse Noten,Diverse Noten,DIVERSE_NOTEN_P,,,PRINT_AT_HOME,45.00,49.50,,,,Diverse Noten,NOT_IN_XLSX_SOT,
XW-600.1,review,EXTERNAL_ONLY,Diverse BH-Noten,Diverse BH-Noten,DIVERSE_BH_NOTEN,,,PHYSICAL,45.00,49.50,,,,Diverse BH-Noten,NOT_IN_XLSX_SOT,
XW-600.2,review,EXTERNAL_ONLY,Diverse BH-Noten,Diverse BH-Noten,DIVERSE_BH_NOTEN,,,PHYSICAL,45.00,49.50,B2B,,Nicht mehr erhältlich,Diverse BH-Noten,NOT_IN_XLSX_SOT|PRICE_DRIFT_WIX,"Wix gross=39.90, master gross=49.50"
XW-600.3,review,EXTERNAL_ONLY,Diverse BH-Noten,Diverse BH-Noten,DIVERSE_BH_NOTEN,,,PHYSICAL,45.00,49.50,,,,Diverse BH-Noten,NOT_IN_XLSX_SOT,
XW-600.4,review,EXTERNAL_ONLY,Diverse BH-Noten,Diverse BH-Noten,DIVERSE_BH_NOTEN,,,PHYSICAL,45.00,49.50,,,,Diverse BH-Noten,NOT_IN_XLSX_SOT,
XW-600.5,review,EXTERNAL_ONLY,Diverse BH-Noten,Diverse BH-Noten,DIVERSE_BH_NOTEN,,,PHYSICAL,45.00,49.50,,,,Diverse BH-Noten,NOT_IN_XLSX_SOT,
XW-600.6,review,EXTERNAL_ONLY,Diverse BH-Noten,Diverse BH-Noten,DIVERSE_BH_NOTEN_P,,,PRINT_AT_HOME,45.00,49.50,,,,Diverse BH-Noten,NOT_IN_XLSX_SOT,
XW-600.8,review,EXTERNAL_ONLY,Diverse Noten Leonhard,Diverse Noten Leonhard,DIVERSE_NOTEN_LEONHARD,,,PHYSICAL,45.00,49.50,,,,Diverse Noten Leonhard,NOT_IN_XLSX_SOT,
XW-601.2,review,EXTERNAL_ONLY,Die Waldhütte,Die Waldhütte,DIE_WALDHUETTE,,,PHYSICAL,40.82,44.90,,,,Die Waldhütte,NOT_IN_XLSX_SOT,
XW-6012,live,ACTIVE,BH-Polka [Kleine Besetzung],BH-Polka [Kl.Bes.],BH_POLKA_KB,Kleine Besetzung,,PHYSICAL,29.00,31.90,B2B,BH-Polka,BH Polka [Kleine Besetzung] || Bier-Polka [Kleine Besetzung],BH-Polka,DUPLICATE_WIX_SKU,Wix SKU appears 2x
XW-6013,live,ACTIVE,Morgenrot [Kleine Besetzung],Morgenrot [Kl.Bes.],MORGENROT_KB,Kleine Besetzung,,PHYSICAL,29.00,31.90,B2B,Morgenrot,Morgenrot [Kleine Besetzung],Morgenrot,PRICE_DRIFT_ERP,"ERP net=26.58, master net=29.00"
XW-602.1,review,EXTERNAL_ONLY,Einen Blick schenkst du mir [Musikkapelle],Einen Blick schenkst du mir [MK],EINEN_BLICK_SCHENKST_DU_MIR_MK,Musikkapelle,,PHYSICAL,27.18,29.90,B2B,,Einen Blick schenkst du mir [Kleine Böhmische Besetzung],,NOT_IN_XLSX_SOT,
XW-602.2,review,EXTERNAL_ONLY,Einen Blick schenkst du mir [Musikkapelle],Einen Blick schenkst du mir [MK],EINEN_BLICK_SCHENKST_DU_MIR_MK,Musikkapelle,,PHYSICAL,40.82,44.90,B2B,,Einen Blick schenkst du mir [Blasorchester-Besetzung],Einen Blick schenkst du mir,NOT_IN_XLSX_SOT,
XW-603.2,review,EXTERNAL_ONLY,Glück auf,Glück auf,GLUECK_AUF,,,PHYSICAL,40.82,44.90,,,,Glück auf,NOT_IN_XLSX_SOT,
XW-604.2,review,EXTERNAL_ONLY,Himmelsthron,Himmelsthron,HIMMELSTHRON,,,PHYSICAL,40.82,44.90,,,,Himmelsthron,NOT_IN_XLSX_SOT,
XW-605.2,review,EXTERNAL_ONLY,Veilchen-Polka,Veilchen-Polka,VEILCHEN_POLKA,,,PHYSICAL,40.82,44.90,,,,Veilchen-Polka,NOT_IN_XLSX_SOT,
XW-606.2,review,EXTERNAL_ONLY,Lorete Walzer,Lorete Walzer,LORETE_WALZER,,,PHYSICAL,40.82,44.90,,,,Lorete Walzer,NOT_IN_XLSX_SOT,
XW-608.2,review,EXTERNAL_ONLY,Sonnenuntergang am Berg,Sonnenuntergang am Berg,SONNENUNTERGANG_AM_BERG,,,PHYSICAL,40.82,44.90,,,,Sonnenuntergang am Berg,NOT_IN_XLSX_SOT,
XW-609.2,review,EXTERNAL_ONLY,Kinderträume,Kinderträume,KINDERTRAEUME,,,PHYSICAL,40.82,44.90,,,,Kinderträume,NOT_IN_XLSX_SOT,
XW-610.1,review,EXTERNAL_ONLY,Neverna Milenka [Böhmische Besetzung],Neverna Milenka [Böhm.],NEVERNA_MILENKA_BOE,Böhmische Besetzung,,PHYSICAL,34.45,37.90,,,,Neverna Milenka,NOT_IN_XLSX_SOT,
XW-611.2,review,EXTERNAL_ONLY,Bier Polka,Bier Polka,BIER_POLKA,,,PHYSICAL,40.82,44.90,,,,Bier Polka,NOT_IN_XLSX_SOT,
XW-612.1,review,EXTERNAL_ONLY,Smutna Deva [Böhmische Besetzung],Smutna Deva [Böhm.],SMUTNA_DEVA_BOE,Böhmische Besetzung,,PHYSICAL,34.45,37.90,,,,Smutna Deva,NOT_IN_XLSX_SOT,
XW-619.1,review,EXTERNAL_ONLY,Schöne Maderl [Böhmische Besetzung],Schöne Maderl [Böhm.],SCHOENE_MADERL_BOE,Böhmische Besetzung,,PHYSICAL,34.45,37.90,,,,Schöne Maderl,NOT_IN_XLSX_SOT,
XW-620.1,review,EXTERNAL_ONLY,Tschecharanka Polka [Böhmische Besetzung],Tschecharanka Polka [Böhm.],TSCHECHARANKA_POLKA_BOE,Böhmische Besetzung,,PHYSICAL,34.45,37.90,,,,Tschecharanka Polka,NOT_IN_XLSX_SOT,
XW-6205,live,ACTIVE,Für die Hochzeit [Böhmische Besetzung],Für die Hochzeit [Böhm.],FUER_DIE_HOCHZEIT_BOE,Böhmische Besetzung,,PHYSICAL,39.00,42.90,B2B,Für die Hochzeit,Für die Hochzeit,Für die Hochzeit,PRICE_DRIFT_ERP,"ERP net=42.90, master net=39.00"
XW-621.2,review,EXTERNAL_ONLY,Weinkost [Böhmische Besetzung],Weinkost [Böhm.],WEINKOST_BOE,Böhmische Besetzung,,PHYSICAL,34.45,37.90,,,,Weinkost,NOT_IN_XLSX_SOT,
XW-6213,live,ACTIVE,Sidonje Polka [Böhmische Besetzung],Sidonje Polka [Böhm.],SIDONJE_POLKA_BOE,Böhmische Besetzung,,PHYSICAL,39.00,42.90,B2B,Sidonje Polka,Sidonje Polka [Böhmische Besetzung],Sidonje Polka,PRICE_DRIFT_ERP,"ERP net=40.09, master net=39.00"
XW-6214,live,ACTIVE,Morgenrot [Böhmische Besetzung],Morgenrot [Böhm.],MORGENROT_BOE,Böhmische Besetzung,,PHYSICAL,39.00,42.90,B2B,Morgenrot,Morgenrot [Böhmische Besetzung],Morgenrot,PRICE_DRIFT_ERP,"ERP net=35.75, master net=39.00"
XW-6403,live,ACTIVE,Přátelům [Blasmusik Supergroup],Přátelům [BSG],P_TEL_M_BSG,Blasmusik Supergroup,,PHYSICAL,59.00,64.90,B2B,Přátelům,Přátelům,,PRICE_DRIFT_WIX,"Wix gross=69.00, master gross=64.90"
XW-6404,live,ACTIVE,Řeka Mississippi [Blasmusik Supergroup],Řeka Mississippi [BSG],EKA_MISSISSIPPI_BSG,Blasmusik Supergroup,,PHYSICAL,59.00,64.90,B2B,Řeka Mississippi,Reka Mississippi,,PRICE_DRIFT_WIX,"Wix gross=69.00, master gross=64.90"
XW-6603,live,ACTIVE,Die Waldhütte [Musikkapelle],Die Waldhütte [MK],DIE_WALDHUETTE_MK,Musikkapelle,,PHYSICAL,49.00,53.90,B2B,Die Waldhütte,Die Waldhütte [Musikkapelle],Glück auf,TITLE_DRIFT,ERP title differs
XW-6607,live,ACTIVE,Lorete Walzer [Musikkapelle],Lorete Walzer [MK],LORETE_WALZER_MK,Musikkapelle,,PHYSICAL,49.00,53.90,B2B,Lorete Walzer,Lorete Walzer [Musikkapelle],Sidonje Polka,TITLE_DRIFT,ERP title differs
XW-6611,live,ACTIVE,Morgenrot [Musikkapelle],Morgenrot [MK],MORGENROT_MK,Musikkapelle,,PHYSICAL,49.00,53.90,B2B,Morgenrot,Morgenrot [Musikkapelle],Morgenrot,PRICE_DRIFT_ERP,"ERP net=44.92, master net=49.00"
XW-6801,live,ACTIVE,Astronaut [Sinfonisches Blasorchester],Astronaut [SBO],ASTRONAUT_SBO,Sinfonisches Blasorchester,,PHYSICAL,77.18,84.90,B2B,Astronaut,Astronaut,Astronaut,PRICE_DRIFT_WIX,"Wix gross=86.90, master gross=84.90"
XW-701,review,EXTERNAL_ONLY,Flotter Dreier,Flotter Dreier,FLOTTER_DREIER,,,DIGITAL,11.73,12.90,,,,Flotter Dreier,NOT_IN_XLSX_SOT,
XW-702,review,EXTERNAL_ONLY,Niel Gow's Lament For His Second Wife,Niel Gow's Lament For His Second Wife,NIEL_GOW_S_LAMENT_FOR_HIS_SE,,,DIGITAL,11.73,12.90,,,,Niel Gow's Lament For His Second Wife,NOT_IN_XLSX_SOT,
XW-703,review,EXTERNAL_ONLY,Für Weihnachten bereit,Für Weihnachten bereit,FUER_WEIHNACHTEN_BEREIT,,,PHYSICAL,27.18,29.90,B2B,,Für Weihnachten bereit,Für Weihnachten bereit,NOT_IN_XLSX_SOT,
XW-704,review,EXTERNAL_ONLY,"Nein, ich will nicht lieber...","Nein, ich will nicht lieber...",NEIN_ICH_WILL_NICHT_LIEBER,,,PHYSICAL,18.09,19.90,B2B,,"Nein, ich will nicht lieber Piccoloflöte spielen!","Nein, ich will nicht lieber...",NOT_IN_XLSX_SOT,
XW-704.2,review,EXTERNAL_ONLY,"Nein, ich will nicht lieber...","Nein, ich will nicht lieber...",NEIN_ICH_WILL_NICHT_LIEBER,,,PHYSICAL,22.64,24.90,,,,"Nein, ich will nicht lieber...",NOT_IN_XLSX_SOT,
XW-705,review,EXTERNAL_ONLY,BlechAlong #1,BlechAlong #1,BLECHALONG_1,,,PHYSICAL,26.82,29.50,,,,BlechAlong #1,NOT_IN_XLSX_SOT,
XW-801,review,EXTERNAL_ONLY,"CD ""vorÜbermorgen""","CD ""vorÜbermorgen""",CD_VORUEBERMORGEN,,,PHYSICAL,14.92,16.41,B2B,,vorÜbermorgen,"CD ""vorÜbermorgen""",NOT_IN_XLSX_SOT|PRICE_DRIFT_WIX,"Wix gross=17.90, master gross=16.41"
XW-802,review,EXTERNAL_ONLY,Tierzuliebe,Tierzuliebe,TIERZULIEBE,,,PHYSICAL,16.27,17.90,B2B,,Tierzuliebe,,NOT_IN_XLSX_SOT,
XW-803,review,EXTERNAL_ONLY,Betörend Röhrend,Betörend Röhrend,BETOEREND_ROEHREND,,,PHYSICAL,14.92,16.41,B2B,,Betörend Röhrend,Betörend Röhrend,NOT_IN_XLSX_SOT|PRICE_DRIFT_WIX,"Wix gross=17.90, master gross=16.41"
