sku,canonical_sku,legacy_sku_aliases,parent_sku,product_group_id,group_key,grouping_confidence,canonical_variant,variant_role,status,record_state,active,review_required,brand,catalog_line,category_primary,series,series_code,volume,work_title,product_kind,product_type,instrument,voice,transposition,register,clef,ensemble,scoring,voice_count,arrangement_variant,format,title_full,title_short,code_short,description,content_status,content_source,bullet_point_1,bullet_point_2,bullet_point_3,bullet_point_4,bullet_point_5,tags,price_net,vat_percent,price_gross,currency,price_source,stock_on_hand,stock_enabled,weight_grams,isbn13,isbn10,ean,asin,asin_source,asin_verified,fnsku,fnsku_status,amazon_seller_sku,amazon_status,amazon_product_type,amazon_product_id_type,amazon_product_id,amazon_fulfillment,amazon_quantity,amazon_title,amazon_item_name,amazon_description_html,sync_wix,wix_publish_eligible,wix_handle_id,wix_handle_ids_all,wix_visible,wix_collections,wix_media_urls,wix_description_html,sync_sevdesk,erp_category,sync_amazon,source_title_xlsx,source_title_wix,source_title_erp,title_source,source_of_truth,sot_row,sot_status,derived_from_sku,channel_cleanup_required,channel_cleanup_notes,conflict_flags,conflict_notes
XW-4049,XW-4049,XW-449,,e7400701-44e6-5b9f-bc43-590e62d54878,NOTEN|6 kl. stücke z. umr…,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,6 kl. Stücke z. Umr…,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,6 kl. Stücke z. Umr…,6 kl. Stücke z. Umr…,6_kl._Stücke_z._Umr…,6 kl. Stücke z. Umr… ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,,22.64,10.00,24.90,EUR,ERP_NET,0.00,true,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,true,Cumulus_Physisch,false,6 kl. Stücke z. Umr…,,6 kleine Stücke... / A.Wieder,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,55,EXACT,,true,Legacy SKU(s) XW-449 auf XW-4049 normalisieren; sku_alias für Historie beibehalten.,,
XW-4050,XW-4050,XW-450,,18cd2504-dad9-558b-8d5d-6aa2e4c24252,NOTEN|trag mi wind,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Trag mi Wind,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Trag mi Wind,Trag mi Wind,Trag_mi_Wind,Trag mi Wind ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,25.36,10.00,27.90,EUR,ERP_NET,12.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_8fea07e0-54eb-eb8b-95a7-55d0246f9d42,product_8fea07e0-54eb-eb8b-95a7-55d0246f9d42,true,Blechhauf'n|B2B|Brass_7stimmig|BH - WellDone,4f718e_a24e5cab47e047d7b0c4fac2025c4929~mv2.jpg|4f718e_42486a9a289041b99956476b149f80c9~mv2.jpg|4f718e_3311092aabae4799a5bce9a3dfd64dd3~mv2.jpg|4f718e_dfcd9df985294540b6a8a5e7de9d808c,<p>Emotionales Stück von Christian Dreo</p><p>Arr.: Philipp Fellner</p>,true,Flip,false,Trag mi Wind,"Trag mi, Wind",Trag mi Wind,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,56,EXACT,,true,Legacy SKU(s) XW-450 auf XW-4050 normalisieren; sku_alias für Historie beibehalten.,,
XW-4051,XW-4051,XW-451,,b831d434-f44a-5ee4-8cd1-31cb639f06d9,NOTEN|marsch der welt,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Marsch der Welt,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Marsch der Welt,Marsch der Welt,Marsch_der_Welt,Marsch der Welt ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,29.00,10.00,31.90,EUR,ERP_NET,0.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_0241e787-b7aa-9d03-199d-6fce7d1a5410,product_0241e787-b7aa-9d03-199d-6fce7d1a5410,true,Blechhauf'n|B2B|Brass_7stimmig,4f718e_676b6bd4c2df4811b153f9018e4dde0c~mv2.jpg|4f718e_3f8d91a6addd40cdbad73f51916aa299~mv2.jpg|4f718e_f0bce077ad5a4ec3b27dc4e9d513e85c~mv2.jpg|4f718e_45cf217632bf41d1b260d3db31a5c116,<p>Komp./Arr.: Albert Wieder</p>,true,Albert,false,Marsch der Welt,Marsch der Welt,Marsch der Welt [8tett],XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,57,EXACT,,true,Legacy SKU(s) XW-451 auf XW-4051 normalisieren; sku_alias für Historie beibehalten.,,
XW-4052,XW-4052,XW-452,,d2c16d0c-9a49-501c-bb03-dbf896104ac7,NOTEN|well done,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Well Done,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Well Done,Well Done,Well_Done,Well Done ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,25.36,10.00,27.90,EUR,ERP_NET,1.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_a58af44d-be72-8103-612a-d30d894d4729,product_a58af44d-be72-8103-612a-d30d894d4729,true,Blechhauf'n|B2B|Brass_7stimmig|BH - WellDone,4f718e_556dd2307a9f4c1b9a49e1dae17f9aa2~mv2.jpg|4f718e_9ba7017edcdc43b19f9c5f30d359db06~mv2.jpg|4f718e_feb6061c3078404ebdc6ee7bde193eec~mv2.jpg|4f718e_1192ddfa95f946bda94a73c20db24226,<p>Komp./Arr.: Bernhard Holl</p>,true,XeisWorks_Print@Home,false,Well Done,Well Done,Well Done,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,58,EXACT,,true,Legacy SKU(s) XW-452 auf XW-4052 normalisieren; sku_alias für Historie beibehalten.,,
XW-4053,XW-4053,XW-453,,d845da8f-46cf-5be9-9ced-b1047a2bd3bf,NOTEN|ana für's herz,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Ana für's Herz,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Ana für's Herz,Ana für's Herz,Ana_für's_Herz,Ana für's Herz ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,25.36,10.00,27.90,EUR,ERP_NET,2.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_71608abc-ab47-5e0a-bde0-9d59aa6415ba,product_71608abc-ab47-5e0a-bde0-9d59aa6415ba,true,Blechhauf'n|B2B|Brass_7stimmig|BH - WellDone,4f718e_5e819bfe14764314b825555c2018fd93~mv2.jpg|4f718e_dc7720d16cff4aa2be49fae0f60ed4cb~mv2.jpg|4f718e_196c0972d0af4afc8743985107fb4f04~mv2.jpg|4f718e_d7cc31f0226047cab6672797e829853f,<p>Komp.: Julia &amp; Philipp Fellner</p><p>Arr.: Philipp Fellner</p>,true,Flip,false,Ana für's Herz,Ana für's Herz,Ana für's Herz,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,59,EXACT,,true,Legacy SKU(s) XW-453 auf XW-4053 normalisieren; sku_alias für Historie beibehalten.,,
XW-4054,XW-4054,XW-454,,4c09b1bf-b471-5936-b33f-67a8f140988c,NOTEN|komische polka,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Komische Polka,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Komische Polka,Komische Polka,Komische_Polka,Komische Polka ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,25.36,10.00,27.90,EUR,ERP_NET,1.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_0aa5fcac-3865-d0a5-e12c-7691eba4ac7e,product_0aa5fcac-3865-d0a5-e12c-7691eba4ac7e,true,Blechhauf'n|B2B|Brass_7stimmig|BH - WellDone,4f718e_000fd0a122fb4030a5b0c34b346da495~mv2.jpg|4f718e_c285ac74e4bf4bafb1e4ae43b59f8d11~mv2.jpg|4f718e_567a74c8d7cb49c687bf0625271601f8~mv2.jpg|4f718e_c1323ec7adfb49a098b0ae7b8e1e3acd,<p>Komp./Arr.: Albert Wieder</p>,true,Albert,false,Komische Polka,Komische Polka,Komische Polka,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,60,EXACT,,true,Legacy SKU(s) XW-454 auf XW-4054 normalisieren; sku_alias für Historie beibehalten.,,
XW-4055,XW-4055,XW-455,,97b9407d-6fd2-50bc-acb1-05bb615741d0,NOTEN|auf da brandlhütt'n,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Auf da Brandlhütt'n,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Auf da Brandlhütt'n,Auf da Brandlhütt'n,Auf_da_Brandlhütt'n,Auf da Brandlhütt'n ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,25.36,10.00,27.90,EUR,ERP_NET,0.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_57bf1334-2dbb-a09e-1b85-db24f513ea1f,product_57bf1334-2dbb-a09e-1b85-db24f513ea1f,true,Blechhauf'n|B2B|Brass_7stimmig|BH - WellDone,4f718e_92762fa45ce9429082352fa77e5ab9c8~mv2.jpg|4f718e_f4059eaa116e4b019c5b5e8342fb4c40~mv2.jpg|4f718e_6c9c8d9d109f4e32b067487a797a7bf4~mv2.jpg|4f718e_713b45ff798e437d8e6679531c0475b5,<p>Komp./Arr.: Philipp Fellner</p>,true,Flip,false,Auf da Brandlhütt'n,Auf da Brandlhütt'n,Auf der Brandlhütt'n,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,61,EXACT,,true,Legacy SKU(s) XW-455 auf XW-4055 normalisieren; sku_alias für Historie beibehalten.,,
XW-4056,XW-4056,XW-456,,de2aa2b4-9e3e-5e8e-9ed5-6971066598ef,NOTEN|musette,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Musette,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Musette,Musette,Musette,Musette ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,22.64,10.00,24.90,EUR,ERP_NET,0.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_99b178a4-0014-3608-60bc-5f16f8882537,product_99b178a4-0014-3608-60bc-5f16f8882537,true,Blechhauf'n|B2B|Brass_7stimmig|BH - Wirtshausrunde,4f718e_fcebcdae7cd243c09b82bb2d5b8c4bdc~mv2.jpg|4f718e_cd379dbb5e744ecaa196219a756a5ed3~mv2.jpg|4f718e_8588515cc0b44edc94698ba0d3031938,<p>Komp./Arr.: Albert Wieder</p>,true,Cumulus_Physisch,false,Musette,Musette,Musette,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,62,EXACT,,true,Legacy SKU(s) XW-456 auf XW-4056 normalisieren; sku_alias für Historie beibehalten.,,
XW-4057,XW-4057,XW-457,,e7ab38de-6b04-575a-88b1-a71d44dc181f,NOTEN|cabernet polka,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Cabernet Polka,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Cabernet Polka,Cabernet Polka,Cabernet_Polka,Cabernet Polka ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,25.36,10.00,27.90,EUR,ERP_NET,0.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_a7849a08-8012-5f45-fc2f-894f09759847,product_a7849a08-8012-5f45-fc2f-894f09759847,true,Blechhauf'n|B2B|Brass_7stimmig|BH - WellDone,4f718e_e6e94d3159f34525a314c79e70cefd99~mv2.jpg|4f718e_63bc9b529de94978862351fd8a903f7a~mv2.jpg|4f718e_91b9bba5644343839cb553a1525f868b~mv2.jpg|4f718e_1cfdf42614dd4779a8ed2df6e545fd8c,<p>Komp./Arr.: Albert Wieder</p>,true,Albert,false,Cabernet Polka,Cabernet Polka,Cabernet Polka,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,63,EXACT,,true,Legacy SKU(s) XW-457 auf XW-4057 normalisieren; sku_alias für Historie beibehalten.,,
XW-4058,XW-4058,XW-458,,97e0a532-2241-5197-a0df-6b6f5a732463,NOTEN|allemanda,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,Noten,,,,Allemanda,SCORE,physical,,,,,,,7-stimmig,7,,PHYSICAL,Allemanda,Allemanda,Allemanda,Allemanda ist eine Notenausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Stimmigkeit/Satz: 7-stimmig,Format: PHYSICAL,Kategorie: Noten,,,B2B,19.91,10.00,21.90,EUR,ERP_NET,0.00,true,175.0,,,,,,,,,,,,,,,,,,,true,true,product_fdfdbaed-7507-7705-95c6-e322002b0415,product_fdfdbaed-7507-7705-95c6-e322002b0415,true,Blechhauf'n|B2B|Brass_7stimmig|BH - BH,4f718e_0cdfa067b2bd428ebcd8abe9983a700d~mv2.jpg|4f718e_cd986acf5b12438989099bd379abc12a~mv2.jpg|4f718e_23aa4e517caa4df2af341d73b6ccb92f~mv2.jpg|4f718e_04aeac7195e04715aae4451d6e1e04bd,<p>Komp.: Antonio Vivaldi</p><p>Arr.: Albert Wieder</p>,true,Cumulus_Physisch,false,Allemanda,Allemanda,Allemanda,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,64,EXACT,,true,Legacy SKU(s) XW-458 auf XW-4058 normalisieren; sku_alias für Historie beibehalten.,,
XW-4059,XW-4059,,,11036733-16b9-5b67-b136-68fb0d3ed245,CD|vorübermorgen,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,CD,,,,vorÜbermorgen,cd,physical,,,,,,,,,,PHYSICAL,vorÜbermorgen,vorÜbermorgen,vorÜbermorgen,vorÜbermorgen ist eine CD-Ausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,Kategorie: CD,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,,false,vorÜbermorgen,,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,66,EXACT,,false,,,
XW-4060,XW-4060,,,7d23771b-cb32-5a20-99a9-162482b04972,CD|tierzuliebe,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,CD,,,,Tierzuliebe,cd,physical,,,,,,,,,,PHYSICAL,Tierzuliebe,Tierzuliebe,Tierzuliebe,Tierzuliebe ist eine CD-Ausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,Kategorie: CD,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,,false,Tierzuliebe,,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,67,EXACT,,false,,,
XW-4061,XW-4061,,,832aef21-7d2c-557d-bcbf-782278efb1de,CD|betörend röhrend,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,CD,,,,Betörend röhrend,cd,physical,,,,,,,,,,PHYSICAL,Betörend röhrend,Betörend röhrend,Betörend_röhrend,Betörend röhrend ist eine CD-Ausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,Kategorie: CD,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,,false,Betörend röhrend,,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,68,EXACT,,false,,,
XW-4062,XW-4062,,,56a05ccb-a8fb-5727-b0d3-c5caad8d34ac,CD|entertainment live,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,CD,,,,Entertainment live,cd,physical,,,,,,,,,,PHYSICAL,Entertainment live,Entertainment live,Entertainment_live,Entertainment live ist eine CD-Ausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,Kategorie: CD,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,,false,Entertainment live,,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,69,EXACT,,false,,,
XW-4063,XW-4063,,,21e759f4-044d-5e19-a3cc-f14bffa995d0,CD|bh,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,CD,,,,BH,cd,physical,,,,,,,,,,PHYSICAL,BH,BH,BH,BH ist eine CD-Ausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,Kategorie: CD,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,,false,BH,,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,70,EXACT,,false,,,
XW-4064,XW-4064,,,67ac25f5-fe51-56cb-887a-751a671a5c69,CD|on the road,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,CD,,,,On The Road,cd,physical,,,,,,,,,,PHYSICAL,On The Road,On The Road,On_The_Road,On The Road ist eine CD-Ausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,Kategorie: CD,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,,false,On The Road,,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,71,EXACT,,false,,,
XW-4065,XW-4065,,,d1979dc3-5c8f-54be-9a19-dc471da0e20c,CD|bh xxl,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,CD,,,,BH XXL,cd,physical,,,,,,,,,,PHYSICAL,BH XXL,BH XXL,BH_XXL,BH XXL ist eine CD-Ausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,Kategorie: CD,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,,false,BH XXL,,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,72,EXACT,,false,,,
XW-4066,XW-4066,,,5e213fe3-9499-509d-a27a-3478e5439a77,CD|wirtshausrunde,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,CD,,,,Wirtshausrunde,cd,physical,,,,,,,,,,PHYSICAL,Wirtshausrunde,Wirtshausrunde,Wirtshausrunde,Wirtshausrunde ist eine CD-Ausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,Kategorie: CD,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,,false,Wirtshausrunde,,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,73,EXACT,,false,,,
XW-4067,XW-4067,,,e0bc121b-6b14-5634-9d60-96bd8bc1d254,CD|home,HIGH,true,CANONICAL,live,ACTIVE,true,false,Blechhaufn,Blechhaufn,CD,,,,Home,cd,physical,,,,,,,,,,PHYSICAL,Home,Home,Home,Home ist eine CD-Ausgabe im Blechhaufn-Produktkatalog.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,Kategorie: CD,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,,false,Home,,,XLSX_SOT_NORMALIZED,Produktpalette(2).xlsx:XeisWorks,74,EXACT,,false,,,
XW-4068,XW-4068,,,446958bd-7e16-5913-bd0b-277d65dcc9af,RESERVED|XW-4068,LOW,true,CANONICAL,draft,RESERVED,false,false,Blechhaufn,Blech-7er,Reserviert,,,,,cd,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-4068,Reserviert - XW-4068,Reserviert_XW-4068,Reserviert - XW-4068 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,75,RESERVED,,false,,,
XW-4069,XW-4069,,,ff2aeecc-b486-5081-a544-4e7df5a4d4b9,RESERVED|XW-4069,LOW,true,CANONICAL,draft,RESERVED,false,false,Blechhaufn,Blech-7er,Reserviert,,,,,cd,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-4069,Reserviert - XW-4069,Reserviert_XW-4069,Reserviert - XW-4069 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,76,RESERVED,,false,,,
XW-4070,XW-4070,,,9e469d8e-f2fe-5e3e-8e61-fabaebc74cf6,RESERVED|XW-4070,LOW,true,CANONICAL,draft,RESERVED,false,false,Blechhaufn,Blech-7er,Reserviert,,,,,cd,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-4070,Reserviert - XW-4070,Reserviert_XW-4070,Reserviert - XW-4070 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,77,RESERVED,,false,,,
XW-4071,XW-4071,,,1ccd0d9c-34a0-5be2-adb7-51844ec1edef,RESERVED|XW-4071,LOW,true,CANONICAL,draft,RESERVED,false,false,Blechhaufn,Blech-7er,Reserviert,,,,,cd,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-4071,Reserviert - XW-4071,Reserviert_XW-4071,Reserviert - XW-4071 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,78,RESERVED,,false,,,
XW-4072,XW-4072,,,046e419c-a82c-5242-925a-ae504993cca1,RESERVED|XW-4072,LOW,true,CANONICAL,draft,RESERVED,false,false,Blechhaufn,Blech-7er,Reserviert,,,,,cd,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-4072,Reserviert - XW-4072,Reserviert_XW-4072,Reserviert - XW-4072 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,79,RESERVED,,false,,,
XW-4073,XW-4073,,,6c9fdbe4-7366-562d-8265-6bb7b0cfad88,RESERVED|XW-4073,LOW,true,CANONICAL,draft,RESERVED,false,false,Blechhaufn,Blech-7er,Reserviert,,,,,cd,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-4073,Reserviert - XW-4073,Reserviert_XW-4073,Reserviert - XW-4073 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,80,RESERVED,,false,,,
XW-4074,XW-4074,,,20bf6d7d-2e9c-5d8f-b8ba-4ddb696a5823,RESERVED|XW-4074,LOW,true,CANONICAL,draft,RESERVED,false,false,Blechhaufn,Blech-7er,Reserviert,,,,,cd,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-4074,Reserviert - XW-4074,Reserviert_XW-4074,Reserviert - XW-4074 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,81,RESERVED,,false,,,
XW-4075,XW-4075,,,aa935707-fcd0-5199-b5b0-4db705b3c272,RESERVED|XW-4075,LOW,true,CANONICAL,draft,RESERVED,false,false,Blechhaufn,Blech-7er,Reserviert,,,,,cd,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-4075,Reserviert - XW-4075,Reserviert_XW-4075,Reserviert - XW-4075 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,82,RESERVED,,false,,,
XW-4076,XW-4076,,,3fd6dad2-86d6-598f-828d-d9406acc47f3,RESERVED|XW-4076,LOW,true,CANONICAL,draft,RESERVED,false,false,Blechhaufn,Blech-7er,Reserviert,,,,,cd,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-4076,Reserviert - XW-4076,Reserviert_XW-4076,Reserviert - XW-4076 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,83,RESERVED,,false,,,
XW-4077,XW-4077,,,647fce37-80f7-5cd1-9694-563c9175e6be,RESERVED|XW-4077,LOW,true,CANONICAL,draft,RESERVED,false,false,Blechhaufn,Blech-7er,Reserviert,,,,,cd,physical,,,,,,,,,,PHYSICAL,Reserviert - XW-4077,Reserviert - XW-4077,Reserviert_XW-4077,Reserviert - XW-4077 ist eine reservierte Artikelnummer im XW Product Hub.,AUTO_DRAFT,GENERATED,Format: PHYSICAL,,,,,,,10.00,,EUR,,,,,,,,,,,,,,,,,,,,,,,false,false,,,,,,,false,,false,,,,XLSX_SOT_RESERVED,Produktpalette(2).xlsx:XeisWorks,84,RESERVED,,false,,,
